race,sex,LSAT,UGPA,first_pf
7,1,36,3.3,1
7,0,34,3.7,1
7,1,36,3.5,1
7,0,42,3.7,1
1,0,28,3.5,1
7,0,36,3.7,1
7,1,46,3.4,1
7,1,36,3.1,1
7,1,37,3.2,1
7,0,35,3.7,1
7,1,42,2.9,1
7,1,33,3.4,1
7,1,37,3.2,1
7,0,41,3.6,1
7,0,42,3.5,1
7,0,45,3.5,1
7,0,37,3.3,1
7,1,36,3.4,1
1,0,31,3.1,1
7,0,37,3.3,1
7,0,37,3.3,1
7,1,41,3.1,1
7,1,38,3.3,1
7,1,37,2.9,1
7,0,38,3.2,1
7,1,30,3.7,1
7,1,41,3.3,1
7,0,40,3.0,1
7,1,35,3.4,1
7,0,45,3.2,1
7,0,34,3.3,1
7,1,38,3.2,1
7,0,43,3.0,1
7,1,37,2.8,1
7,1,41,3.3,1
7,1,39,3.1,1
7,0,34,3.3,1
7,1,43,4.0,1
7,0,40,3.0,1
7,1,37,3.5,0
7,0,41,3.7,1
7,1,35,3.3,1
7,0,38,3.4,1
7,1,37,2.6,1
7,1,26,3.6,1
2,0,29,2.8,1
7,0,36,3.1,1
7,0,31,3.9,1
7,0,42,3.4,1
7,1,36,3.1,1
5,0,29,3.1,1
7,1,36,3.3,1
7,1,36,3.2,1
7,0,36,2.5,1
7,0,36,3.9,1
7,1,42,3.0,1
7,1,38,2.9,1
7,1,42,3.1,1
7,1,36,3.2,1
7,0,38,3.4,1
7,1,41,2.6,1
7,1,41,3.5,1
7,0,33,3.6,1
1,1,33,3.5,1
7,0,35,3.3,1
7,1,40,3.4,1
7,0,37,3.3,1
7,1,41,2.9,1
7,1,36,3.4,1
7,0,38,3.4,1
7,0,38,3.4,1
1,1,23,3.6,1
7,1,36,3.0,1
7,1,35,3.4,1
7,1,39,2.9,1
7,0,40,3.6,1
2,0,24,2.8,1
7,0,33,3.8,1
7,1,36,3.1,1
7,1,39,3.2,1
7,1,45,3.1,1
7,1,37,3.5,1
7,1,43,3.5,1
7,0,36,3.4,1
5,1,26,3.8,1
7,0,32,2.9,1
7,0,26,3.2,1
7,0,31,3.6,1
7,0,35,2.5,0
7,0,34,3.5,1
7,0,40,3.8,1
7,1,33,3.4,1
7,1,40,2.5,1
7,0,44,2.6,1
7,1,33,3.2,1
7,1,36,2.1,0
7,0,29,3.2,1
7,0,28,3.7,1
7,1,39,2.9,1
7,1,27,2.4,0
7,1,37,3.2,1
7,0,26,3.8,1
7,0,32,2.8,1
7,0,34,2.2,1
7,0,32,2.3,1
7,1,35,1.9,0
7,1,35,2.4,1
7,1,34,3.5,0
7,1,31,2.5,1
6,1,29,3.3,1
7,1,35,2.9,1
7,0,35,3.3,1
7,0,35,3.6,1
7,1,39,3.1,0
7,0,27,3.4,1
7,0,33,2.7,0
7,1,41,1.9,0
7,1,37,3.0,1
7,1,35,3.7,1
7,0,41,2.4,1
7,1,39,2.9,1
7,1,24,3.0,0
7,0,38,3.7,1
7,1,37,3.3,1
7,0,35,2.7,0
7,1,40,3.9,1
7,0,29,3.6,1
7,1,41,2.3,1
7,1,38,2.7,1
7,0,37,3.0,1
7,1,36,3.0,1
7,1,30,3.3,1
7,0,33,3.8,1
7,1,46,3.2,1
7,1,36,2.9,1
7,0,22,3.8,0
7,1,41,2.1,1
7,0,33,3.2,1
7,1,32,2.3,1
7,0,39,3.2,1
7,0,33,2.9,0
7,0,38,3.1,1
7,1,34,3.0,1
7,1,29,3.6,1
7,1,31,2.7,1
7,1,27,2.2,1
7,1,30,3.6,1
7,0,36,3.0,1
7,1,32,3.3,1
7,1,35,2.9,0
7,0,31,2.8,1
7,1,35,3.3,1
7,0,29,3.9,1
7,0,29,2.7,1
7,1,31,3.0,1
7,1,33,3.1,1
7,1,34,3.1,1
7,1,32,3.4,1
7,0,35,3.1,1
7,0,35,3.1,1
7,1,34,3.1,1
7,0,33,3.3,1
7,1,37,2.8,1
2,0,27,2.6,0
7,1,35,2.5,1
5,0,29,3.2,1
7,0,35,2.7,1
7,0,22,2.2,0
7,1,34,3.1,1
7,1,39,3.0,1
7,1,35,2.9,1
7,0,37,3.2,1
7,0,32,3.2,1
7,0,29,3.5,1
7,0,36,3.2,1
7,0,35,2.7,1
7,1,34,3.0,1
7,1,30,3.5,1
7,0,35,2.9,1
7,1,32,3.4,1
7,1,34,3.2,0
7,0,37,2.9,1
7,1,35,3.0,1
7,0,38,2.1,0
7,0,29,2.3,1
7,1,40,2.8,1
7,1,36,2.9,1
4,0,30,3.1,0
7,0,30,3.5,0
7,0,34,3.0,1
7,1,33,2.9,1
7,1,27,2.7,1
7,0,34,3.2,1
5,1,32,2.6,1
7,1,32,2.1,1
7,0,33,3.2,1
7,1,37,2.9,1
7,1,30,3.2,1
7,0,22,2.7,0
7,1,34,3.2,1
7,1,39,2.9,1
7,1,33,2.8,1
7,1,29,2.4,1
7,1,35,3.1,1
7,0,31,3.5,1
7,0,34,3.4,1
7,0,35,2.6,1
7,0,31,3.6,1
7,0,37,3.7,1
7,1,39,2.7,1
7,1,37,2.5,1
7,1,36,2.4,1
7,1,33,3.1,1
7,0,30,3.6,1
7,1,28,3.2,1
7,1,30,3.1,1
7,0,33,3.6,1
7,0,38,2.8,1
7,1,30,3.0,0
7,1,35,3.2,1
7,1,34,3.1,1
7,0,35,2.9,1
7,0,40,3.2,1
7,1,36,2.8,1
7,0,31,3.6,1
7,1,31,3.2,1
7,1,35,2.7,1
7,1,40,3.0,1
7,0,42,3.8,1
7,1,37,3.4,1
7,0,42,4.0,1
7,0,32,3.4,1
7,1,36,3.5,1
7,1,35,3.3,1
7,1,36,3.8,1
7,0,41,3.0,1
7,1,36,3.2,1
7,1,36,3.5,1
7,1,38,3.8,1
2,1,42,2.8,0
7,0,36,3.2,1
7,1,37,3.2,1
7,1,37,3.6,1
7,1,33,3.7,1
7,1,41,2.8,1
7,1,35,3.5,1
7,1,39,3.9,1
7,1,33,3.6,1
7,0,37,3.5,1
7,1,32,3.6,1
7,1,35,3.7,1
7,0,38,3.0,1
7,1,32,3.8,1
7,1,40,3.6,1
7,0,37,3.2,1
7,1,35,3.5,0
7,1,34,3.1,1
7,1,34,3.6,1
7,1,36,2.9,1
7,1,40,2.7,1
7,1,39,3.6,1
7,0,39,2.9,1
7,1,38,3.0,1
7,0,40,3.1,1
7,1,44,3.6,1
7,1,35,3.9,1
7,0,29,2.5,1
7,1,35,3.2,1
7,1,39,2.7,1
7,0,41,2.7,1
7,1,42,3.2,1
1,0,35,3.0,1
7,1,48,3.5,1
7,1,42,3.1,1
7,1,34,3.6,1
7,0,37,3.4,1
7,0,32,3.7,1
7,0,39,3.5,1
7,0,32,3.4,1
7,0,34,3.5,1
7,1,35,3.4,1
7,0,36,3.6,1
7,1,38,3.2,1
7,1,37,3.1,1
7,1,35,3.6,1
7,1,38,3.1,1
2,1,33,3.5,1
7,1,35,3.5,1
7,1,39,3.0,0
7,1,32,3.1,1
7,0,41,3.3,1
7,1,34,3.2,1
7,1,38,3.4,1
7,0,36,3.4,0
7,0,33,3.4,1
7,0,33,3.6,1
7,0,35,3.6,1
7,0,38,3.2,1
7,0,36,3.7,1
7,0,36,3.5,1
7,0,36,3.2,1
7,1,39,3.2,1
7,0,38,3.2,1
7,1,45,3.2,0
7,0,39,3.2,1
7,1,34,3.4,1
7,0,34,3.8,1
7,1,36,3.2,1
7,1,45,2.9,1
7,1,47,3.0,1
7,0,35,3.7,1
7,0,34,3.6,1
7,0,36,2.9,1
7,1,36,2.9,1
7,0,44,3.8,1
7,0,32,3.8,1
7,1,34,3.5,1
7,1,36,3.5,0
7,1,38,3.2,1
7,0,31,3.8,1
7,1,42,2.6,1
7,0,41,3.7,1
7,0,39,3.3,1
7,1,41,3.1,0
2,0,24,2.9,0
7,0,43,2.8,1
7,1,30,3.0,1
7,1,35,3.1,0
7,0,30,3.7,1
7,0,30,3.6,1
7,1,37,2.2,0
7,1,40,3.0,1
7,1,36,3.4,1
7,0,44,3.1,0
7,1,38,3.3,0
7,1,34,3.2,1
7,0,34,3.7,1
7,1,38,3.1,1
7,1,40,2.8,1
7,1,40,2.9,1
7,0,39,3.4,1
7,1,34,3.6,1
7,1,31,3.7,1
7,0,36,3.7,1
7,0,43,4.0,1
7,1,37,3.3,1
7,1,34,3.5,1
7,0,36,3.4,1
7,1,43,3.4,1
7,1,37,2.8,1
7,0,36,3.6,1
7,0,35,3.6,1
2,0,23,2.9,1
7,0,41,3.1,1
7,0,33,3.8,0
4,1,31,2.8,1
7,0,33,3.6,1
7,0,40,3.5,0
7,0,33,3.8,1
2,0,29,3.6,0
0,1,42,2.2,1
7,1,39,2.8,1
7,1,36,3.8,1
7,0,36,3.6,1
7,0,43,2.8,1
7,0,41,3.5,1
7,1,48,3.4,1
7,1,44,3.8,1
7,1,48,3.5,0
7,0,35,3.3,1
7,0,42,3.7,1
7,1,44,3.8,1
7,1,46,3.6,1
7,1,47,3.7,1
7,1,41,3.5,1
7,0,41,3.9,1
7,0,38,3.9,0
1,0,38,3.5,1
7,0,44,3.5,1
7,1,45,3.6,1
7,1,46,3.6,1
7,0,44,3.6,1
7,0,44,3.6,1
1,1,40,3.4,1
7,0,45,3.5,1
7,1,37,3.8,1
7,1,44,3.6,1
3,0,44,3.4,1
7,1,46,3.5,1
7,0,43,3.7,1
7,1,45,3.5,1
7,1,42,3.6,1
7,0,44,3.9,1
7,1,46,3.9,1
7,1,40,3.9,1
7,1,48,3.4,1
2,0,38,3.0,1
7,0,42,4.0,1
7,1,45,3.7,1
7,1,47,3.3,1
7,0,44,3.5,1
7,0,48,3.3,1
1,1,44,3.5,1
7,1,44,3.5,1
7,1,44,3.7,1
7,0,44,3.7,1
1,0,44,3.5,1
7,1,44,3.4,1
7,0,46,3.8,1
2,1,32,3.1,0
7,1,42,3.6,1
7,1,42,3.9,1
7,0,35,3.4,0
7,0,44,3.8,1
7,0,39,3.7,1
2,1,38,3.5,1
7,1,44,3.5,1
1,1,45,3.6,1
7,1,48,3.2,1
7,0,43,3.6,1
7,1,42,4.0,1
7,1,44,3.7,1
7,1,47,3.7,1
1,0,43,3.9,1
7,1,42,3.6,1
7,1,44,3.6,1
7,0,41,3.5,1
7,0,41,3.7,1
7,1,41,3.7,1
1,1,41,3.8,1
4,1,47,3.9,1
7,1,41,3.4,0
7,1,46,3.7,1
7,1,37,3.5,1
7,0,43,3.7,1
7,1,45,3.6,1
2,1,41,3.0,1
7,1,44,3.3,1
7,0,47,3.7,1
1,0,40,3.6,1
7,1,43,3.6,1
7,1,46,3.5,1
7,0,45,3.6,1
7,0,42,3.7,1
7,0,48,3.8,1
7,1,43,3.7,1
7,1,41,3.7,1
7,1,41,3.5,1
7,1,43,3.2,1
7,1,48,3.0,1
7,0,44,3.3,1
7,0,40,3.2,1
7,0,40,3.3,1
7,1,39,3.3,1
7,1,39,3.4,1
7,1,40,3.3,1
7,1,39,3.3,1
7,0,39,3.5,1
7,1,40,3.4,1
7,1,44,3.2,1
7,1,40,3.5,1
7,1,40,3.3,1
7,0,39,3.7,1
7,1,44,3.7,1
7,1,40,3.7,1
7,1,42,3.2,1
3,0,38,3.4,1
7,1,46,3.9,1
7,1,41,3.3,1
3,0,41,3.5,1
7,1,45,3.0,1
7,0,39,3.7,1
7,0,41,4.0,1
7,1,40,3.3,1
7,1,39,3.1,1
2,1,34,3.0,1
7,1,40,3.4,1
7,1,40,3.3,1
7,1,43,3.2,1
7,1,44,3.4,1
7,1,47,3.2,0
2,1,32,3.2,1
7,1,38,3.6,1
7,0,40,3.5,1
7,1,44,3.1,1
7,1,40,3.4,1
7,1,39,3.5,1
7,1,38,3.6,1
7,1,45,2.8,1
7,1,40,3.4,1
7,0,40,3.2,1
7,1,39,3.4,1
7,0,39,3.7,1
7,1,39,3.8,1
7,1,41,3.4,1
7,1,40,3.5,1
7,1,40,3.4,1
7,0,40,3.6,1
7,1,44,3.4,1
7,1,40,3.3,1
7,0,41,3.3,1
7,1,44,4.0,1
7,0,40,3.3,0
1,1,37,3.5,1
1,0,39,3.3,1
7,1,41,3.2,1
7,1,43,3.4,1
1,0,32,3.6,1
7,1,43,3.2,1
7,1,45,3.3,1
7,0,42,3.4,1
7,0,37,3.7,1
2,1,29,3.0,0
2,1,30,3.0,1
2,0,30,3.1,1
5,1,44,3.1,1
7,1,40,3.2,1
7,1,41,3.9,1
7,1,42,3.1,1
7,0,42,3.3,1
1,0,44,3.3,1
7,0,44,3.4,1
7,1,38,3.7,1
7,0,42,3.5,1
7,0,44,3.2,1
7,1,40,3.4,1
7,1,40,3.2,1
7,0,47,3.2,1
7,0,42,3.4,1
7,0,39,3.8,1
7,0,44,3.1,1
7,0,42,3.4,1
7,1,39,3.5,0
7,1,42,2.5,1
2,0,34,2.8,1
7,0,33,4.0,1
7,0,32,2.9,0
7,0,37,3.8,1
7,0,40,3.3,1
7,1,46,3.4,1
7,1,42,3.5,1
7,1,40,3.7,1
7,1,45,3.2,1
7,1,44,3.0,1
7,1,42,3.6,1
7,1,37,2.3,1
7,0,41,3.4,1
7,1,44,3.1,1
7,1,38,3.6,1
7,1,37,3.4,1
7,0,42,3.1,1
7,0,40,3.5,1
7,0,38,3.6,1
7,1,45,3.8,1
7,1,44,3.6,1
2,1,32,2.8,1
7,0,42,3.3,1
7,0,42,3.3,1
1,0,29,3.8,0
7,0,42,3.8,1
1,0,39,3.3,1
2,1,36,2.7,1
7,1,44,3.4,1
7,0,45,3.6,1
7,1,40,3.1,1
7,0,42,3.5,1
7,0,43,3.3,1
7,1,44,3.0,1
7,0,39,3.7,1
7,1,41,3.8,1
7,1,44,3.4,1
7,1,46,3.1,1
7,1,42,3.8,1
7,0,48,2.8,1
7,1,39,3.6,1
7,1,40,3.6,1
7,1,42,3.3,1
7,1,45,3.2,1
7,1,44,3.8,1
7,1,42,3.0,1
7,0,41,3.3,1
7,1,42,3.3,1
7,1,43,3.1,1
7,1,41,3.5,1
7,0,41,3.4,1
7,0,46,3.2,1
7,0,42,3.6,1
7,1,41,3.3,1
7,0,42,3.9,1
7,0,44,3.8,1
7,1,45,3.6,1
7,0,35,3.4,1
7,1,41,3.6,1
7,1,41,3.6,1
7,0,42,3.7,1
7,0,46,3.4,1
7,0,44,3.2,1
7,0,42,3.4,1
7,1,43,3.1,1
7,0,42,3.4,1
7,1,44,3.1,1
7,1,43,3.3,1
7,0,43,3.0,1
7,1,43,3.0,1
7,1,39,4.0,1
7,1,42,3.1,1
7,1,41,3.7,1
7,0,38,3.6,1
7,0,42,3.6,1
7,1,44,3.3,1
7,1,46,3.1,1
7,1,39,3.5,1
2,1,28,3.1,0
2,0,33,2.7,1
7,0,42,3.8,1
7,0,40,3.8,1
7,0,42,3.6,1
7,1,47,2.9,1
2,1,41,2.4,1
2,1,30,2.9,0
7,0,42,3.3,1
7,1,44,2.8,1
7,1,39,3.6,1
7,0,40,3.4,1
7,0,41,3.8,1
7,1,43,4.0,1
7,0,44,3.5,1
7,0,38,3.5,1
7,0,46,3.2,1
7,1,42,3.5,1
7,0,41,3.4,1
7,0,41,3.8,1
7,0,39,3.5,1
7,0,44,3.3,1
7,1,42,3.6,1
7,1,44,2.6,1
7,0,42,3.3,1
2,1,35,2.2,1
7,1,44,3.4,1
7,0,40,3.7,1
7,1,48,3.5,1
7,1,44,3.3,1
7,1,42,3.2,1
7,0,42,3.4,1
7,0,41,3.6,1
7,0,37,3.5,1
7,0,45,2.9,1
7,0,42,3.4,1
1,0,41,3.7,1
7,1,44,3.1,1
1,0,42,3.0,1
5,1,27,2.8,1
7,0,40,4.0,1
7,0,44,3.9,1
7,1,42,3.3,1
7,1,41,3.1,1
7,0,42,3.2,1
7,1,37,3.7,1
7,0,46,3.0,1
7,1,43,3.1,1
7,1,45,3.3,1
7,1,47,3.0,1
7,0,42,3.3,1
7,0,39,3.7,1
7,0,43,3.8,1
2,0,36,3.0,1
7,0,44,3.9,1
7,0,43,3.4,1
7,0,48,3.7,1
7,1,38,3.9,1
2,0,31,3.6,1
7,1,44,3.7,1
7,1,42,3.7,1
7,1,48,3.7,1
7,0,44,3.8,1
7,0,42,3.8,1
2,1,39,2.9,1
7,1,46,3.6,1
7,1,41,3.9,1
7,1,44,3.6,1
7,1,47,3.7,1
7,1,47,3.6,1
7,0,44,3.6,1
7,1,41,3.9,1
7,0,46,3.7,1
7,0,46,3.6,1
7,0,44,3.8,1
7,0,44,3.6,1
7,0,44,3.6,1
7,1,48,3.5,1
7,1,44,3.3,1
7,0,43,3.7,1
7,1,44,3.9,1
7,1,48,3.5,1
2,0,39,3.7,1
7,1,37,3.7,1
7,1,44,3.6,1
7,0,42,3.8,1
7,0,42,3.8,1
7,0,46,3.1,1
7,1,42,4.0,1
7,0,42,3.6,1
7,0,44,3.5,1
7,1,47,3.4,1
7,1,44,3.7,1
7,0,47,3.5,1
7,0,44,3.3,1
7,0,43,4.1,1
7,1,41,3.7,1
7,0,42,3.9,1
2,0,29,3.3,1
7,1,42,3.8,1
7,1,46,3.6,1
7,1,46,3.4,1
7,0,47,3.5,1
7,1,47,3.3,1
7,1,45,3.6,1
5,1,42,3.7,1
7,0,44,3.9,1
7,0,42,3.8,1
7,1,45,3.7,1
7,0,42,4.0,1
7,1,40,3.7,1
7,1,44,3.7,1
2,0,33,3.4,1
7,1,44,3.6,1
7,1,46,3.8,1
7,1,48,3.5,1
7,0,44,3.4,1
7,1,43,3.9,1
2,1,33,3.0,0
7,1,44,3.9,1
2,1,27,3.1,0
7,1,46,3.6,1
7,1,39,4.0,1
7,0,46,3.9,1
7,1,45,3.8,1
7,1,43,3.7,1
7,1,45,3.9,1
7,1,45,3.8,1
7,1,45,3.6,1
7,0,48,3.7,1
7,0,43,3.6,1
2,0,38,3.3,1
7,1,41,4.0,1
7,1,42,3.6,1
7,0,40,3.6,1
7,1,47,4.0,1
7,0,42,3.8,1
7,1,46,3.6,1
7,0,44,3.5,1
7,1,36,2.3,1
7,1,42,3.3,1
7,0,36,3.7,1
7,1,39,2.2,1
7,1,40,3.6,1
7,1,34,2.9,1
1,0,36,3.4,0
7,0,32,3.6,1
7,1,42,3.3,1
5,0,39,3.8,1
7,1,38,2.9,0
7,0,42,2.8,1
7,1,39,3.7,1
7,1,39,3.4,1
7,1,43,3.0,1
7,0,38,3.2,1
7,0,44,3.2,1
7,1,45,2.8,1
3,1,38,3.0,0
7,0,36,3.4,1
7,0,45,3.4,0
7,1,37,3.5,1
7,0,37,3.7,1
7,1,35,3.3,1
2,1,37,2.5,1
7,0,33,3.5,1
2,1,33,2.4,0
7,0,34,3.4,1
7,1,37,3.3,0
7,0,39,3.2,1
7,1,39,3.8,1
7,0,35,3.3,1
7,1,39,3.2,1
7,1,39,3.3,1
7,0,40,3.6,1
7,0,39,3.3,1
7,1,40,3.2,1
7,1,40,3.1,1
7,1,34,2.6,1
7,0,45,3.2,1
2,0,35,2.9,1
2,0,34,2.5,0
7,0,38,3.3,1
7,1,30,2.5,1
2,1,40,2.3,1
7,1,39,3.1,0
7,0,44,3.3,1
7,1,43,3.1,1
3,1,35,3.0,1
7,0,44,3.2,1
7,1,41,3.3,1
2,0,29,3.6,1
7,1,48,2.8,1
7,1,43,2.9,1
7,0,38,3.4,1
7,1,38,3.4,1
1,0,46,3.1,1
7,1,48,2.7,1
2,0,25,3.5,0
7,1,38,2.9,0
7,1,40,3.2,1
3,0,39,3.1,0
7,1,40,3.3,1
5,0,35,3.1,0
7,0,34,3.6,1
7,1,39,3.7,1
7,0,38,3.3,1
7,1,46,2.7,1
7,0,36,3.4,1
1,0,36,3.4,1
7,1,48,2.4,1
7,0,38,3.5,1
2,1,30,2.9,0
7,0,34,3.7,1
7,0,40,3.1,1
5,1,36,3.7,0
7,0,35,3.2,1
7,1,41,3.8,1
7,1,43,3.4,1
7,0,37,3.9,1
7,0,44,3.2,1
7,1,41,3.9,1
7,1,43,3.6,1
1,0,38,3.7,1
7,0,41,3.8,1
7,1,44,3.5,1
2,0,40,3.2,0
7,0,48,3.4,1
1,1,38,3.6,1
7,0,43,3.7,1
7,1,41,3.6,1
7,0,44,3.6,1
7,1,47,3.8,1
7,1,43,3.1,1
7,1,41,3.7,1
7,1,41,3.9,1
7,1,41,3.6,1
7,1,46,3.5,1
7,0,45,3.8,1
7,0,46,3.7,1
7,0,45,3.4,1
7,0,48,3.4,1
7,1,44,3.9,1
7,1,48,3.6,1
7,1,46,3.8,1
7,1,41,4.0,1
7,1,47,3.4,1
7,0,48,3.6,1
7,0,42,3.8,1
7,0,43,3.6,1
7,1,44,3.9,1
7,0,45,3.8,1
7,1,38,3.8,1
7,0,42,3.8,1
7,1,45,3.7,1
7,1,45,3.6,1
7,1,42,3.5,1
7,1,46,3.7,1
7,1,42,3.9,1
7,1,36,3.1,0
7,1,36,4.0,1
7,1,41,3.7,1
7,1,42,4.0,1
7,1,45,3.3,1
2,0,31,3.5,1
7,1,37,4.0,1
2,0,35,3.5,1
7,0,42,3.7,1
2,0,26,3.2,0
7,0,44,3.6,1
7,1,42,3.8,1
7,1,44,3.7,1
7,0,40,2.9,1
7,1,41,3.7,1
7,0,44,3.7,1
7,1,46,3.4,1
7,1,41,4.0,1
7,0,42,4.0,1
7,0,41,3.6,1
2,0,40,2.8,1
7,1,48,3.4,1
7,1,36,3.9,1
7,1,42,3.7,0
7,0,38,3.8,1
7,0,46,3.3,1
7,0,45,3.5,1
7,0,44,3.7,1
7,1,35,3.6,1
7,1,44,3.6,1
7,1,44,3.6,1
2,1,33,3.5,1
7,0,38,4.1,0
7,1,44,3.9,1
7,1,47,3.7,1
7,0,41,3.9,1
7,1,43,3.7,1
7,1,45,3.6,1
7,0,35,3.1,1
7,1,35,3.4,1
7,1,43,3.2,1
7,1,35,3.6,1
2,0,28,3.0,1
7,1,38,3.2,1
7,0,30,3.2,0
1,1,39,3.0,1
7,1,41,3.2,0
7,0,36,3.6,1
7,1,37,3.4,0
1,0,38,3.2,1
1,0,41,2.9,1
7,0,39,2.7,1
7,1,39,3.2,1
7,1,38,2.6,1
1,0,39,3.2,1
7,1,37,3.2,0
7,0,41,3.2,1
1,0,30,3.9,0
7,0,40,3.5,1
7,0,32,3.5,0
7,1,39,2.5,1
7,1,40,3.0,1
7,1,44,2.8,0
7,1,40,3.1,0
7,0,38,2.8,1
7,0,40,3.7,1
7,1,36,2.9,1
7,0,37,3.2,0
7,0,43,3.2,1
7,1,45,2.8,1
7,0,41,3.1,1
0,1,34,2.6,1
7,0,40,3.3,1
7,1,35,3.0,1
7,0,43,3.0,1
7,0,37,3.4,1
1,0,31,3.4,1
7,0,40,3.4,1
7,0,40,3.1,1
7,0,32,3.5,1
1,0,35,2.7,1
2,0,27,3.5,0
7,0,45,3.1,1
7,0,39,2.6,1
7,1,45,3.1,1
7,0,36,3.5,0
7,0,36,3.4,1
1,0,34,3.4,0
7,1,43,3.0,1
7,0,41,3.3,1
1,1,31,3.0,0
2,1,29,3.7,0
7,0,34,3.6,0
7,0,34,3.6,1
7,0,36,3.6,1
7,0,36,3.9,1
7,1,31,3.6,1
7,1,40,3.4,1
5,1,40,3.4,1
7,1,40,3.3,1
7,0,40,3.4,1
7,1,36,3.2,1
7,1,39,2.4,1
7,1,37,3.6,1
7,0,41,2.9,1
7,0,41,3.4,1
7,0,38,3.3,1
7,1,37,3.2,0
7,1,40,2.5,1
1,1,39,2.6,1
7,1,39,3.1,1
7,1,39,2.6,1
7,0,39,3.2,1
1,0,30,3.7,0
7,1,40,3.3,1
6,0,29,2.5,0
7,1,45,3.4,1
2,0,35,3.1,1
2,0,29,2.9,1
7,0,40,3.8,1
1,1,38,3.3,1
2,0,32,2.6,0
1,0,42,3.4,1
2,0,32,3.2,1
7,1,40,3.9,1
7,0,42,3.5,1
7,1,43,3.5,1
7,1,41,3.8,1
7,0,45,3.2,1
7,1,41,3.1,1
1,1,38,3.9,1
7,1,40,3.6,1
7,0,40,3.8,1
7,1,43,3.7,1
7,1,37,3.1,1
7,0,35,3.6,1
1,0,39,3.6,0
7,0,38,3.6,1
2,0,30,3.6,1
7,1,42,3.4,1
7,0,45,3.4,1
7,1,40,3.7,1
7,0,43,4.0,1
7,0,39,3.9,0
7,0,41,3.9,1
7,1,45,3.3,1
7,1,42,3.5,1
2,1,28,3.6,0
7,1,42,4.0,1
7,1,44,3.9,1
7,1,44,3.6,1
7,0,47,3.9,1
7,0,42,3.7,1
1,0,30,3.7,0
2,1,35,3.1,1
7,0,42,3.6,1
7,1,43,2.7,1
7,1,41,3.5,1
7,1,39,3.6,1
7,0,42,3.6,1
7,1,41,3.7,1
7,1,36,3.7,1
7,1,45,3.6,1
1,0,38,4.0,1
2,0,36,3.9,1
7,0,41,3.7,1
7,1,43,3.4,1
2,0,35,2.9,0
7,1,42,3.6,0
7,1,42,3.0,1
7,1,44,3.4,1
3,1,40,3.2,1
7,1,42,3.1,1
1,0,40,3.5,1
2,1,29,2.7,0
7,1,41,3.8,1
2,0,30,3.3,1
2,0,33,2.7,1
7,1,42,3.7,1
5,1,40,3.7,1
7,1,36,3.9,1
7,1,42,3.2,1
7,1,40,3.8,1
7,1,37,3.4,1
7,1,38,3.3,1
7,0,39,4.1,1
3,1,30,3.5,1
2,1,30,2.7,0
1,0,43,2.6,1
7,1,47,3.5,1
7,0,42,4.0,1
7,0,36,3.2,1
7,1,45,3.5,1
7,1,46,3.4,1
3,0,37,3.9,1
7,0,39,4.0,1
7,1,41,3.8,1
7,0,45,2.7,1
7,1,41,3.9,1
7,1,45,3.8,1
7,0,41,4.0,1
7,1,37,3.9,1
3,1,39,3.2,1
7,1,41,3.6,1
7,0,46,3.3,1
7,0,45,3.8,1
7,1,45,3.2,1
7,1,39,3.7,1
7,1,42,3.6,1
7,1,44,3.4,1
7,1,42,3.4,1
7,0,43,3.7,1
7,0,45,3.3,1
7,0,39,3.7,1
7,0,43,3.7,1
7,1,43,3.8,1
3,1,37,3.2,1
7,0,47,3.2,1
7,0,42,2.4,0
7,1,45,3.2,1
1,1,40,3.0,1
7,1,46,3.4,1
7,0,39,3.6,1
7,0,41,3.5,1
5,1,41,3.3,1
1,0,42,3.2,1
5,1,43,3.9,1
7,1,44,3.5,1
7,0,44,3.5,1
2,1,33,2.7,1
7,0,41,3.7,0
7,1,37,3.3,1
7,1,44,3.2,1
7,1,46,3.5,1
7,0,41,3.7,1
7,1,43,3.5,1
2,0,29,3.5,1
7,1,42,3.4,1
7,1,46,2.8,1
1,1,39,3.1,1
7,1,48,3.3,1
7,1,40,3.1,0
7,1,39,3.5,1
1,1,29,3.7,1
7,0,41,3.6,1
1,1,42,3.3,1
7,1,42,3.7,1
7,1,37,3.7,1
7,0,48,3.3,1
7,1,40,3.7,1
7,1,42,3.8,1
7,1,41,3.8,1
7,0,46,3.8,1
7,0,41,3.7,1
7,1,40,3.8,1
7,1,40,3.6,1
7,1,39,3.8,1
7,1,43,3.7,1
7,0,42,3.8,1
7,1,44,3.6,1
7,0,42,3.9,1
7,0,38,3.9,1
7,0,35,3.9,1
2,0,29,3.5,1
1,0,42,3.4,1
7,0,40,4.1,1
7,1,44,3.1,1
7,0,48,4.0,1
7,1,37,3.1,1
1,1,35,3.9,1
2,0,37,2.7,1
7,0,43,3.4,1
7,1,43,3.8,1
7,1,42,3.9,1
7,0,42,3.6,1
2,1,39,3.3,1
7,0,37,3.6,1
7,0,40,3.5,1
7,1,40,3.7,1
7,1,42,3.4,1
7,0,39,3.0,1
7,1,37,3.6,1
7,1,35,3.5,1
7,1,35,3.2,1
7,1,40,3.2,1
7,0,38,3.5,1
7,0,40,3.2,1
7,1,39,3.4,1
7,0,38,3.3,1
7,1,41,2.8,1
7,1,44,2.8,1
7,1,38,2.6,1
7,1,44,3.2,1
7,0,37,3.8,1
7,0,37,3.9,1
